Date,Close
2017-01-03,50.880001
2017-01-04,50.310001
2017-01-05,49.200001
2017-01-06,49.599998
2017-01-09,50
2017-01-10,49.93
2017-01-11,49.48
2017-01-12,49.349998
2017-01-13,48.970001
2017-01-17,49.040001
2017-01-18,49.349998
2017-01-19,49.549999
2017-01-20,49.040001
2017-01-23,48.669998
2017-01-24,48.43
2017-01-25,47.299999
2017-01-26,47.779999
2017-01-27,47.880001
2017-01-30,48.66
2017-01-31,48.240002
2017-02-01,47.93
2017-02-02,48.060001
2017-02-03,47.689999
2017-02-06,48.560001
2017-02-07,48.68
2017-02-08,48.450001
2017-02-09,48.049999
2017-02-10,47.990002
2017-02-13,47.57
2017-02-14,47.639999
2017-02-15,47.240002
2017-02-16,46.869999
2017-02-17,47.16
2017-02-21,47.209999
2017-02-22,47.23
2017-02-23,47.060001
2017-02-24,47.779999
2017-02-27,47.639999
2017-02-28,47.68
2017-03-01,46.66
2017-03-02,46.970001
2017-03-03,46.18
2017-03-06,46.669998
2017-03-07,47.150002
2017-03-08,47.509998
2017-03-09,46.830002
2017-03-10,45.98
2017-03-13,45.610001
2017-03-14,46.32
2017-03-15,44.98
2017-03-16,44.07
2017-03-17,43.98
2017-03-20,44.110001
2017-03-21,44.439999
2017-03-22,44.369999
2017-03-23,44.07
2017-03-24,43.93
2017-03-27,43.5
2017-03-28,43.419998
2017-03-29,43.549999
2017-03-30,43.720001
2017-03-31,43.529999
2017-04-03,43.98
2017-04-04,43.880001
2017-04-05,44.209999
2017-04-06,44.02
2017-04-07,44.080002
2017-04-10,44.240002
2017-04-11,43.73
2017-04-12,43.619999
2017-04-13,44.259998
2017-04-17,43.720001
2017-04-18,44.099998
2017-04-19,44.360001
2017-04-20,43.740002
2017-04-21,43.799999
2017-04-24,40.59
2017-04-25,39.900002
2017-04-26,40.110001
2017-04-27,40.009998
2017-04-28,40.09
2017-05-01,39.73
2017-05-02,39.200001
2017-05-03,39.459999
2017-05-04,38.27
2017-05-05,37.220001
2017-05-08,38.060001
2017-05-09,38.189999
2017-05-10,38.009998
2017-05-11,38.169998
2017-05-12,37.619999
2017-05-15,37.220001
2017-05-16,36.5
2017-05-17,37.459999
2017-05-18,37.41
2017-05-19,36.470001
2017-05-22,36.18
2017-05-23,36.25
2017-05-24,36.119999
2017-05-25,36.130001
2017-05-26,36.41
2017-05-30,36.619999
2017-05-31,36.330002
2017-06-01,35.869999
2017-06-02,35.400002
2017-06-05,35.799999
2017-06-06,36.119999
2017-06-07,36.110001
2017-06-08,36.43
2017-06-09,36.689999
2017-06-12,37.040001
2017-06-13,36.369999
2017-06-14,36.59
2017-06-15,37.43
2017-06-16,36.549999
2017-06-19,36.240002
2017-06-20,37.09
2017-06-21,37.150002
2017-06-22,37.07
2017-06-23,36.84
2017-06-26,36.630001
2017-06-27,36.400002
2017-06-28,35.889999
2017-06-29,36.650002
2017-06-30,36.610001
2017-07-03,36.639999
2017-07-05,36.709999
2017-07-06,36.900002
2017-07-07,36.720001
2017-07-10,36.540001
2017-07-11,36.459999
2017-07-12,35.799999
2017-07-13,35.560001
2017-07-14,34.98
2017-07-17,35.130001
2017-07-18,35.150002
2017-07-19,34.990002
2017-07-20,34.630001
2017-07-21,34.970001
2017-07-24,35.34
2017-07-25,35.09
2017-07-26,34.529999
2017-07-27,34.84
2017-07-28,34.849998
2017-07-31,34.68
2017-08-01,34.119999
2017-08-02,34.119999
2017-08-03,34.07
2017-08-04,33.91
2017-08-07,33.939999
2017-08-08,34.43
2017-08-09,34.5
2017-08-10,35.330002
2017-08-11,35.5
2017-08-14,35.009998
2017-08-15,35.25
2017-08-16,34.630001
2017-08-17,35.459999
2017-08-18,35.389999
2017-08-21,35.349998
2017-08-22,35.080002
2017-08-23,35.099998
2017-08-24,35.07
2017-08-25,34.599998
2017-08-28,34.599998
2017-08-29,34.93
2017-08-30,35
2017-08-31,34.5
2017-09-01,34.32
